Image Name,Number,Gender,Hand,Finger
86__M_Left_middle_finger.BMP,86,M,Left,middle
301__F_Left_little_finger.BMP,301,F,Left,little
8__M_Right_ring_finger.BMP,8,M,Right,ring
300__F_Right_middle_finger.BMP,300,F,Right,middle
225__M_Left_little_finger.BMP,225,M,Left,little
406__M_Right_little_finger.BMP,406,M,Right,little
548__F_Right_little_finger.BMP,548,F,Right,little
552__M_Right_ring_finger.BMP,552,M,Right,ring
76__F_Left_thumb_finger.BMP,76,F,Left,thumb
470__F_Left_ring_finger.BMP,470,F,Left,ring
336__M_Left_thumb_finger.BMP,336,M,Left,thumb
79__M_Right_middle_finger.BMP,79,M,Right,middle
228__M_Left_ring_finger.BMP,228,M,Left,ring
368__M_Right_middle_finger.BMP,368,M,Right,middle
425__M_Left_middle_finger.BMP,425,M,Left,middle
498__M_Left_index_finger.BMP,498,M,Left,index
478__M_Right_index_finger.BMP,478,M,Right,index
449__F_Left_middle_finger.BMP,449,F,Left,middle
497__M_Left_thumb_finger.BMP,497,M,Left,thumb
218__M_Left_middle_finger.BMP,218,M,Left,middle
43__F_Right_little_finger.BMP,43,F,Right,little
40__F_Right_middle_finger.BMP,40,F,Right,middle
590__M_Right_thumb_finger.BMP,590,M,Right,thumb
567__M_Left_ring_finger.BMP,567,M,Left,ring
224__M_Left_thumb_finger.BMP,224,M,Left,thumb
11__M_Right_little_finger.BMP,11,M,Right,little
268__M_Right_ring_finger.BMP,268,M,Right,ring
549__M_Left_thumb_finger.BMP,549,M,Left,thumb
503__M_Right_ring_finger.BMP,503,M,Right,ring
207__M_Right_ring_finger.BMP,207,M,Right,ring
398__M_Right_middle_finger.BMP,398,M,Right,middle
350__M_Right_little_finger.BMP,350,M,Right,little
195__M_Left_thumb_finger.BMP,195,M,Left,thumb
146__M_Right_index_finger.BMP,146,M,Right,index
177__F_Right_thumb_finger.BMP,177,F,Right,thumb
330__M_Right_thumb_finger.BMP,330,M,Right,thumb
549__M_Right_index_finger.BMP,549,M,Right,index
384__F_Right_thumb_finger.BMP,384,F,Right,thumb
575__M_Right_ring_finger.BMP,575,M,Right,ring
159__M_Left_thumb_finger.BMP,159,M,Left,thumb
464__M_Left_index_finger.BMP,464,M,Left,index
174__F_Left_index_finger.BMP,174,F,Left,index
572__F_Right_ring_finger.BMP,572,F,Right,ring
468__F_Right_middle_finger.BMP,468,F,Right,middle
19__M_Left_middle_finger.BMP,19,M,Left,middle
180__F_Left_little_finger.BMP,180,F,Left,little
236__M_Right_index_finger.BMP,236,M,Right,index
195__M_Left_little_finger.BMP,195,M,Left,little
71__M_Left_middle_finger.BMP,71,M,Left,middle
245__M_Right_ring_finger.BMP,245,M,Right,ring
524__M_Right_little_finger.BMP,524,M,Right,little
50__M_Left_little_finger.BMP,50,M,Left,little
467__M_Right_little_finger.BMP,467,M,Right,little
47__F_Right_index_finger.BMP,47,F,Right,index
381__M_Right_little_finger.BMP,381,M,Right,little
519__M_Right_index_finger.BMP,519,M,Right,index
18__M_Left_little_finger.BMP,18,M,Left,little
203__M_Right_thumb_finger.BMP,203,M,Right,thumb
576__M_Right_little_finger.BMP,576,M,Right,little
534__F_Left_little_finger.BMP,534,F,Left,little
255__M_Left_thumb_finger.BMP,255,M,Left,thumb
595__M_Left_little_finger.BMP,595,M,Left,little
201__F_Right_index_finger.BMP,201,F,Right,index
227__M_Right_little_finger.BMP,227,M,Right,little
309__M_Left_ring_finger.BMP,309,M,Left,ring
212__M_Right_middle_finger.BMP,212,M,Right,middle
91__F_Left_index_finger.BMP,91,F,Left,index
145__M_Left_ring_finger.BMP,145,M,Left,ring
192__M_Left_index_finger.BMP,192,M,Left,index
355__M_Right_middle_finger.BMP,355,M,Right,middle
270__M_Left_little_finger.BMP,270,M,Left,little
564__M_Right_index_finger.BMP,564,M,Right,index
367__M_Right_little_finger.BMP,367,M,Right,little
75__F_Right_index_finger.BMP,75,F,Right,index
230__M_Right_ring_finger.BMP,230,M,Right,ring
246__M_Right_thumb_finger.BMP,246,M,Right,thumb
371__M_Left_little_finger.BMP,371,M,Left,little
490__M_Right_middle_finger.BMP,490,M,Right,middle
121__F_Right_little_finger.BMP,121,F,Right,little
51__M_Right_thumb_finger.BMP,51,M,Right,thumb
529__M_Left_index_finger.BMP,529,M,Left,index
371__M_Right_middle_finger.BMP,371,M,Right,middle
397__M_Right_ring_finger.BMP,397,M,Right,ring
544__M_Right_little_finger.BMP,544,M,Right,little
155__M_Right_index_finger.BMP,155,M,Right,index
303__F_Right_index_finger.BMP,303,F,Right,index
453__F_Right_middle_finger.BMP,453,F,Right,middle
221__M_Right_little_finger.BMP,221,M,Right,little
257__M_Left_index_finger.BMP,257,M,Left,index
379__F_Left_ring_finger.BMP,379,F,Left,ring
205__F_Left_thumb_finger.BMP,205,F,Left,thumb
77__M_Right_ring_finger.BMP,77,M,Right,ring
589__M_Right_little_finger.BMP,589,M,Right,little
370__M_Right_ring_finger.BMP,370,M,Right,ring
151__M_Left_index_finger.BMP,151,M,Left,index
314__M_Left_thumb_finger.BMP,314,M,Left,thumb
584__M_Right_index_finger.BMP,584,M,Right,index
43__F_Right_ring_finger.BMP,43,F,Right,ring
13__F_Left_thumb_finger.BMP,13,F,Left,thumb
543__M_Left_ring_finger.BMP,543,M,Left,ring
372__M_Left_little_finger.BMP,372,M,Left,little
330__M_Left_middle_finger.BMP,330,M,Left,middle
82__M_Right_little_finger.BMP,82,M,Right,little
141__F_Left_thumb_finger.BMP,141,F,Left,thumb
139__M_Left_ring_finger.BMP,139,M,Left,ring
215__M_Left_index_finger.BMP,215,M,Left,index
505__M_Right_ring_finger.BMP,505,M,Right,ring
158__M_Right_little_finger.BMP,158,M,Right,little
164__M_Right_little_finger.BMP,164,M,Right,little
180__F_Right_index_finger.BMP,180,F,Right,index
334__F_Right_ring_finger.BMP,334,F,Right,ring
578__M_Right_thumb_finger.BMP,578,M,Right,thumb
534__F_Left_ring_finger.BMP,534,F,Left,ring
40__F_Left_ring_finger.BMP,40,F,Left,ring
316__M_Right_middle_finger.BMP,316,M,Right,middle
232__M_Right_ring_finger.BMP,232,M,Right,ring
89__M_Left_little_finger.BMP,89,M,Left,little
357__M_Left_thumb_finger.BMP,357,M,Left,thumb
597__M_Right_index_finger.BMP,597,M,Right,index
118__F_Right_thumb_finger.BMP,118,F,Right,thumb
136__F_Right_middle_finger.BMP,136,F,Right,middle
389__F_Left_index_finger.BMP,389,F,Left,index
546__M_Left_thumb_finger.BMP,546,M,Left,thumb
214__M_Right_thumb_finger.BMP,214,M,Right,thumb
99__M_Left_middle_finger.BMP,99,M,Left,middle
46__M_Left_middle_finger.BMP,46,M,Left,middle
149__F_Left_middle_finger.BMP,149,F,Left,middle
108__M_Left_middle_finger.BMP,108,M,Left,middle
196__M_Right_thumb_finger.BMP,196,M,Right,thumb
516__M_Left_index_finger.BMP,516,M,Left,index
69__M_Left_little_finger.BMP,69,M,Left,little
243__M_Right_index_finger.BMP,243,M,Right,index
65__M_Right_index_finger.BMP,65,M,Right,index
240__F_Left_middle_finger.BMP,240,F,Left,middle
283__M_Left_middle_finger.BMP,283,M,Left,middle
196__M_Right_little_finger.BMP,196,M,Right,little
354__M_Left_index_finger.BMP,354,M,Left,index
389__F_Right_little_finger.BMP,389,F,Right,little
306__M_Left_little_finger.BMP,306,M,Left,little
392__M_Right_middle_finger.BMP,392,M,Right,middle
481__F_Left_middle_finger.BMP,481,F,Left,middle
272__M_Left_index_finger.BMP,272,M,Left,index
109__F_Left_thumb_finger.BMP,109,F,Left,thumb
445__M_Left_index_finger.BMP,445,M,Left,index
572__F_Right_little_finger.BMP,572,F,Right,little
412__M_Right_thumb_finger.BMP,412,M,Right,thumb
189__F_Left_thumb_finger.BMP,189,F,Left,thumb
452__F_Right_thumb_finger.BMP,452,F,Right,thumb
39__M_Left_ring_finger.BMP,39,M,Left,ring
250__F_Right_ring_finger.BMP,250,F,Right,ring
186__M_Left_little_finger.BMP,186,M,Left,little
304__M_Left_middle_finger.BMP,304,M,Left,middle
580__M_Left_ring_finger.BMP,580,M,Left,ring
361__M_Right_middle_finger.BMP,361,M,Right,middle
85__M_Left_thumb_finger.BMP,85,M,Left,thumb
55__M_Left_thumb_finger.BMP,55,M,Left,thumb
373__M_Right_index_finger.BMP,373,M,Right,index
10__M_Left_thumb_finger.BMP,10,M,Left,thumb
368__M_Left_thumb_finger.BMP,368,M,Left,thumb
565__M_Right_ring_finger.BMP,565,M,Right,ring
391__M_Right_index_finger.BMP,391,M,Right,index
198__M_Left_little_finger.BMP,198,M,Left,little
325__M_Left_thumb_finger.BMP,325,M,Left,thumb
398__M_Right_thumb_finger.BMP,398,M,Right,thumb
316__M_Right_ring_finger.BMP,316,M,Right,ring
491__M_Right_middle_finger.BMP,491,M,Right,middle
411__M_Right_index_finger.BMP,411,M,Right,index
463__F_Left_middle_finger.BMP,463,F,Left,middle
297__M_Left_middle_finger.BMP,297,M,Left,middle
347__M_Right_little_finger.BMP,347,M,Right,little
253__F_Left_index_finger.BMP,253,F,Left,index
411__M_Right_little_finger.BMP,411,M,Right,little
168__M_Left_ring_finger.BMP,168,M,Left,ring
105__M_Right_little_finger.BMP,105,M,Right,little
295__M_Left_little_finger.BMP,295,M,Left,little
197__M_Left_ring_finger.BMP,197,M,Left,ring
254__M_Right_little_finger.BMP,254,M,Right,little
442__F_Right_ring_finger.BMP,442,F,Right,ring
491__M_Right_little_finger.BMP,491,M,Right,little
394__M_Left_ring_finger.BMP,394,M,Left,ring
24__F_Right_ring_finger.BMP,24,F,Right,ring
415__M_Right_index_finger.BMP,415,M,Right,index
486__M_Left_ring_finger.BMP,486,M,Left,ring
114__F_Right_index_finger.BMP,114,F,Right,index
289__F_Right_thumb_finger.BMP,289,F,Right,thumb
181__M_Right_index_finger.BMP,181,M,Right,index
496__M_Right_thumb_finger.BMP,496,M,Right,thumb
17__M_Right_index_finger.BMP,17,M,Right,index
453__F_Left_middle_finger.BMP,453,F,Left,middle
571__F_Right_index_finger.BMP,571,F,Right,index
565__M_Left_little_finger.BMP,565,M,Left,little
443__M_Left_index_finger.BMP,443,M,Left,index
450__M_Left_little_finger.BMP,450,M,Left,little
433__M_Left_ring_finger.BMP,433,M,Left,ring
27__M_Left_little_finger.BMP,27,M,Left,little
201__F_Right_thumb_finger.BMP,201,F,Right,thumb
182__M_Left_thumb_finger.BMP,182,M,Left,thumb
328__M_Left_ring_finger.BMP,328,M,Left,ring
561__M_Left_ring_finger.BMP,561,M,Left,ring
298__M_Right_middle_finger.BMP,298,M,Right,middle
427__M_Right_thumb_finger.BMP,427,M,Right,thumb
291__M_Left_middle_finger.BMP,291,M,Left,middle
430__F_Left_index_finger.BMP,430,F,Left,index
550__F_Left_little_finger.BMP,550,F,Left,little
143__M_Right_thumb_finger.BMP,143,M,Right,thumb
40__F_Left_index_finger.BMP,40,F,Left,index
397__M_Left_thumb_finger.BMP,397,M,Left,thumb
501__M_Left_thumb_finger.BMP,501,M,Left,thumb
95__M_Right_middle_finger.BMP,95,M,Right,middle
308__M_Right_little_finger.BMP,308,M,Right,little
314__M_Left_index_finger.BMP,314,M,Left,index
535__M_Left_ring_finger.BMP,535,M,Left,ring
493__M_Right_index_finger.BMP,493,M,Right,index
558__M_Right_little_finger.BMP,558,M,Right,little
515__M_Left_index_finger.BMP,515,M,Left,index
323__M_Left_ring_finger.BMP,323,M,Left,ring
400__M_Right_index_finger.BMP,400,M,Right,index
146__M_Right_middle_finger.BMP,146,M,Right,middle
60__M_Right_ring_finger.BMP,60,M,Right,ring
273__M_Left_thumb_finger.BMP,273,M,Left,thumb
5__M_Right_little_finger.BMP,5,M,Right,little
57__M_Right_thumb_finger.BMP,57,M,Right,thumb
484__M_Right_thumb_finger.BMP,484,M,Right,thumb
516__M_Right_thumb_finger.BMP,516,M,Right,thumb
49__M_Left_thumb_finger.BMP,49,M,Left,thumb
25__F_Right_middle_finger.BMP,25,F,Right,middle
318__F_Right_ring_finger.BMP,318,F,Right,ring
134__M_Right_thumb_finger.BMP,134,M,Right,thumb
394__M_Left_thumb_finger.BMP,394,M,Left,thumb
599__M_Left_little_finger.BMP,599,M,Left,little
41__M_Right_thumb_finger.BMP,41,M,Right,thumb
145__M_Right_ring_finger.BMP,145,M,Right,ring
27__M_Right_little_finger.BMP,27,M,Right,little
392__M_Left_thumb_finger.BMP,392,M,Left,thumb
354__M_Left_little_finger.BMP,354,M,Left,little
547__M_Left_ring_finger.BMP,547,M,Left,ring
169__F_Right_ring_finger.BMP,169,F,Right,ring
348__F_Left_little_finger.BMP,348,F,Left,little
173__F_Right_middle_finger.BMP,173,F,Right,middle
121__F_Left_ring_finger.BMP,121,F,Left,ring
84__M_Left_middle_finger.BMP,84,M,Left,middle
187__M_Right_middle_finger.BMP,187,M,Right,middle
250__F_Left_middle_finger.BMP,250,F,Left,middle
302__M_Left_ring_finger.BMP,302,M,Left,ring
452__F_Right_ring_finger.BMP,452,F,Right,ring
202__M_Left_little_finger.BMP,202,M,Left,little
394__M_Left_middle_finger.BMP,394,M,Left,middle
35__M_Right_little_finger.BMP,35,M,Right,little
418__F_Left_little_finger.BMP,418,F,Left,little
161__F_Left_middle_finger.BMP,161,F,Left,middle
280__M_Left_middle_finger.BMP,280,M,Left,middle
537__M_Right_middle_finger.BMP,537,M,Right,middle
576__M_Left_little_finger.BMP,576,M,Left,little
49__M_Right_thumb_finger.BMP,49,M,Right,thumb
373__M_Left_little_finger.BMP,373,M,Left,little
591__M_Right_ring_finger.BMP,591,M,Right,ring
279__M_Right_thumb_finger.BMP,279,M,Right,thumb
153__M_Right_thumb_finger.BMP,153,M,Right,thumb
363__M_Right_thumb_finger.BMP,363,M,Right,thumb
447__M_Left_middle_finger.BMP,447,M,Left,middle
533__M_Right_thumb_finger.BMP,533,M,Right,thumb
557__M_Right_ring_finger.BMP,557,M,Right,ring
565__M_Right_index_finger.BMP,565,M,Right,index
80__M_Right_little_finger.BMP,80,M,Right,little
177__F_Right_index_finger.BMP,177,F,Right,index
537__M_Left_middle_finger.BMP,537,M,Left,middle
303__F_Left_ring_finger.BMP,303,F,Left,ring
246__M_Right_little_finger.BMP,246,M,Right,little
408__M_Right_thumb_finger.BMP,408,M,Right,thumb
474__M_Right_index_finger.BMP,474,M,Right,index
486__M_Right_index_finger.BMP,486,M,Right,index
371__M_Right_index_finger.BMP,371,M,Right,index
562__F_Right_index_finger.BMP,562,F,Right,index
37__M_Right_little_finger.BMP,37,M,Right,little
128__M_Right_ring_finger.BMP,128,M,Right,ring
201__F_Right_little_finger.BMP,201,F,Right,little
540__F_Right_index_finger.BMP,540,F,Right,index
425__M_Left_thumb_finger.BMP,425,M,Left,thumb
563__M_Left_ring_finger.BMP,563,M,Left,ring
496__M_Right_ring_finger.BMP,496,M,Right,ring
35__M_Left_thumb_finger.BMP,35,M,Left,thumb
336__M_Right_thumb_finger.BMP,336,M,Right,thumb
590__M_Left_ring_finger.BMP,590,M,Left,ring
362__M_Right_little_finger.BMP,362,M,Right,little
572__F_Left_thumb_finger.BMP,572,F,Left,thumb
257__M_Left_little_finger.BMP,257,M,Left,little
303__F_Left_little_finger.BMP,303,F,Left,little
419__F_Left_little_finger.BMP,419,F,Left,little
550__F_Left_index_finger.BMP,550,F,Left,index
143__M_Left_ring_finger.BMP,143,M,Left,ring
66__F_Right_thumb_finger.BMP,66,F,Right,thumb
309__M_Right_thumb_finger.BMP,309,M,Right,thumb
553__M_Left_thumb_finger.BMP,553,M,Left,thumb
211__M_Left_little_finger.BMP,211,M,Left,little
64__M_Right_little_finger.BMP,64,M,Right,little
487__M_Left_index_finger.BMP,487,M,Left,index
250__F_Right_middle_finger.BMP,250,F,Right,middle
267__M_Left_middle_finger.BMP,267,M,Left,middle
434__M_Left_index_finger.BMP,434,M,Left,index
567__M_Left_index_finger.BMP,567,M,Left,index
441__M_Right_little_finger.BMP,441,M,Right,little
555__M_Right_ring_finger.BMP,555,M,Right,ring
234__M_Left_thumb_finger.BMP,234,M,Left,thumb
355__M_Left_index_finger.BMP,355,M,Left,index
460__M_Right_index_finger.BMP,460,M,Right,index
251__M_Left_index_finger.BMP,251,M,Left,index
362__M_Left_thumb_finger.BMP,362,M,Left,thumb
147__M_Left_thumb_finger.BMP,147,M,Left,thumb
395__M_Left_thumb_finger.BMP,395,M,Left,thumb
402__M_Right_ring_finger.BMP,402,M,Right,ring
541__M_Left_thumb_finger.BMP,541,M,Left,thumb
12__M_Left_thumb_finger.BMP,12,M,Left,thumb
183__M_Left_little_finger.BMP,183,M,Left,little
150__M_Right_index_finger.BMP,150,M,Right,index
241__M_Right_ring_finger.BMP,241,M,Right,ring
388__F_Left_little_finger.BMP,388,F,Left,little
124__M_Left_little_finger.BMP,124,M,Left,little
267__M_Right_index_finger.BMP,267,M,Right,index
282__M_Left_little_finger.BMP,282,M,Left,little
571__F_Right_thumb_finger.BMP,571,F,Right,thumb
548__F_Right_thumb_finger.BMP,548,F,Right,thumb
116__M_Right_index_finger.BMP,116,M,Right,index
391__M_Left_index_finger.BMP,391,M,Left,index
477__M_Right_thumb_finger.BMP,477,M,Right,thumb
533__M_Left_middle_finger.BMP,533,M,Left,middle
6__M_Right_ring_finger.BMP,6,M,Right,ring
559__M_Right_middle_finger.BMP,559,M,Right,middle
389__F_Right_middle_finger.BMP,389,F,Right,middle
307__M_Right_middle_finger.BMP,307,M,Right,middle
518__M_Left_ring_finger.BMP,518,M,Left,ring
594__M_Left_little_finger.BMP,594,M,Left,little
174__F_Right_index_finger.BMP,174,F,Right,index
541__M_Right_ring_finger.BMP,541,M,Right,ring
283__M_Right_middle_finger.BMP,283,M,Right,middle
220__F_Right_little_finger.BMP,220,F,Right,little
16__M_Left_little_finger.BMP,16,M,Left,little
411__M_Left_ring_finger.BMP,411,M,Left,ring
248__M_Left_middle_finger.BMP,248,M,Left,middle
257__M_Right_index_finger.BMP,257,M,Right,index
430__F_Right_middle_finger.BMP,430,F,Right,middle
505__M_Left_index_finger.BMP,505,M,Left,index
414__M_Left_middle_finger.BMP,414,M,Left,middle
261__M_Right_ring_finger.BMP,261,M,Right,ring
586__M_Left_thumb_finger.BMP,586,M,Left,thumb
71__M_Right_ring_finger.BMP,71,M,Right,ring
305__M_Left_middle_finger.BMP,305,M,Left,middle
556__F_Right_index_finger.BMP,556,F,Right,index
110__F_Left_thumb_finger.BMP,110,F,Left,thumb
458__M_Left_little_finger.BMP,458,M,Left,little
138__M_Left_ring_finger.BMP,138,M,Left,ring
590__M_Left_little_finger.BMP,590,M,Left,little
8__M_Left_middle_finger.BMP,8,M,Left,middle
193__M_Right_thumb_finger.BMP,193,M,Right,thumb
444__M_Left_thumb_finger.BMP,444,M,Left,thumb
431__M_Right_little_finger.BMP,431,M,Right,little
177__F_Right_middle_finger.BMP,177,F,Right,middle
75__F_Right_middle_finger.BMP,75,F,Right,middle
408__M_Left_thumb_finger.BMP,408,M,Left,thumb
101__M_Left_ring_finger.BMP,101,M,Left,ring
267__M_Right_middle_finger.BMP,267,M,Right,middle
120__M_Left_index_finger.BMP,120,M,Left,index
432__M_Left_ring_finger.BMP,432,M,Left,ring
261__M_Right_middle_finger.BMP,261,M,Right,middle
113__M_Left_ring_finger.BMP,113,M,Left,ring
125__M_Left_little_finger.BMP,125,M,Left,little
404__M_Right_ring_finger.BMP,404,M,Right,ring
538__M_Right_ring_finger.BMP,538,M,Right,ring
495__M_Left_thumb_finger.BMP,495,M,Left,thumb
566__M_Right_little_finger.BMP,566,M,Right,little
336__M_Right_ring_finger.BMP,336,M,Right,ring
100__M_Right_ring_finger.BMP,100,M,Right,ring
447__M_Right_ring_finger.BMP,447,M,Right,ring
383__M_Right_index_finger.BMP,383,M,Right,index
404__M_Left_little_finger.BMP,404,M,Left,little
269__M_Right_thumb_finger.BMP,269,M,Right,thumb
520__M_Right_index_finger.BMP,520,M,Right,index
158__M_Right_ring_finger.BMP,158,M,Right,ring
391__M_Right_ring_finger.BMP,391,M,Right,ring
373__M_Left_thumb_finger.BMP,373,M,Left,thumb
367__M_Left_index_finger.BMP,367,M,Left,index
575__M_Right_middle_finger.BMP,575,M,Right,middle
183__M_Right_little_finger.BMP,183,M,Right,little
135__F_Left_ring_finger.BMP,135,F,Left,ring
599__M_Left_thumb_finger.BMP,599,M,Left,thumb
515__M_Left_middle_finger.BMP,515,M,Left,middle
496__M_Left_little_finger.BMP,496,M,Left,little
45__M_Right_ring_finger.BMP,45,M,Right,ring
595__M_Right_thumb_finger.BMP,595,M,Right,thumb
111__M_Right_little_finger.BMP,111,M,Right,little
264__M_Right_little_finger.BMP,264,M,Right,little
422__M_Right_little_finger.BMP,422,M,Right,little
65__M_Right_ring_finger.BMP,65,M,Right,ring
155__M_Left_ring_finger.BMP,155,M,Left,ring
324__M_Right_ring_finger.BMP,324,M,Right,ring
450__M_Right_middle_finger.BMP,450,M,Right,middle
456__M_Right_middle_finger.BMP,456,M,Right,middle
458__M_Right_little_finger.BMP,458,M,Right,little
415__M_Right_middle_finger.BMP,415,M,Right,middle
286__M_Right_middle_finger.BMP,286,M,Right,middle
351__M_Left_thumb_finger.BMP,351,M,Left,thumb
539__F_Left_thumb_finger.BMP,539,F,Left,thumb
470__F_Right_thumb_finger.BMP,470,F,Right,thumb
64__M_Right_thumb_finger.BMP,64,M,Right,thumb
68__M_Right_thumb_finger.BMP,68,M,Right,thumb
125__M_Left_middle_finger.BMP,125,M,Left,middle
409__M_Right_middle_finger.BMP,409,M,Right,middle
49__M_Right_middle_finger.BMP,49,M,Right,middle
159__M_Left_ring_finger.BMP,159,M,Left,ring
424__M_Right_thumb_finger.BMP,424,M,Right,thumb
555__M_Right_little_finger.BMP,555,M,Right,little
421__F_Left_thumb_finger.BMP,421,F,Left,thumb
147__M_Right_ring_finger.BMP,147,M,Right,ring
305__M_Right_thumb_finger.BMP,305,M,Right,thumb
448__M_Right_middle_finger.BMP,448,M,Right,middle
482__M_Right_ring_finger.BMP,482,M,Right,ring
462__M_Right_thumb_finger.BMP,462,M,Right,thumb
598__M_Right_ring_finger.BMP,598,M,Right,ring
328__M_Left_thumb_finger.BMP,328,M,Left,thumb
324__M_Left_index_finger.BMP,324,M,Left,index
314__M_Right_index_finger.BMP,314,M,Right,index
369__F_Left_middle_finger.BMP,369,F,Left,middle
258__M_Left_index_finger.BMP,258,M,Left,index
542__M_Right_thumb_finger.BMP,542,M,Right,thumb
5__M_Left_thumb_finger.BMP,5,M,Left,thumb
513__M_Left_ring_finger.BMP,513,M,Left,ring
422__M_Left_thumb_finger.BMP,422,M,Left,thumb
86__M_Left_little_finger.BMP,86,M,Left,little
323__M_Right_thumb_finger.BMP,323,M,Right,thumb
108__M_Left_index_finger.BMP,108,M,Left,index
72__M_Right_index_finger.BMP,72,M,Right,index
220__F_Right_thumb_finger.BMP,220,F,Right,thumb
264__M_Right_ring_finger.BMP,264,M,Right,ring
585__M_Right_ring_finger.BMP,585,M,Right,ring
167__M_Left_ring_finger.BMP,167,M,Left,ring
166__M_Left_index_finger.BMP,166,M,Left,index
243__M_Left_thumb_finger.BMP,243,M,Left,thumb
553__M_Right_little_finger.BMP,553,M,Right,little
506__M_Left_middle_finger.BMP,506,M,Left,middle
597__M_Right_little_finger.BMP,597,M,Right,little
441__M_Left_index_finger.BMP,441,M,Left,index
310__M_Right_middle_finger.BMP,310,M,Right,middle
398__M_Right_ring_finger.BMP,398,M,Right,ring
537__M_Right_little_finger.BMP,537,M,Right,little
588__M_Right_index_finger.BMP,588,M,Right,index
570__M_Left_little_finger.BMP,570,M,Left,little
319__M_Left_little_finger.BMP,319,M,Left,little
399__M_Right_little_finger.BMP,399,M,Right,little
294__M_Left_ring_finger.BMP,294,M,Left,ring
495__M_Right_ring_finger.BMP,495,M,Right,ring
426__M_Right_ring_finger.BMP,426,M,Right,ring
261__M_Left_thumb_finger.BMP,261,M,Left,thumb
139__M_Right_little_finger.BMP,139,M,Right,little
558__M_Right_ring_finger.BMP,558,M,Right,ring
140__F_Right_ring_finger.BMP,140,F,Right,ring
120__M_Right_middle_finger.BMP,120,M,Right,middle
141__F_Right_thumb_finger.BMP,141,F,Right,thumb
185__M_Left_thumb_finger.BMP,185,M,Left,thumb
180__F_Right_thumb_finger.BMP,180,F,Right,thumb
396__M_Right_ring_finger.BMP,396,M,Right,ring
148__M_Left_thumb_finger.BMP,148,M,Left,thumb
522__M_Left_index_finger.BMP,522,M,Left,index
4__M_Right_thumb_finger.BMP,4,M,Right,thumb
487__M_Right_index_finger.BMP,487,M,Right,index
235__M_Left_thumb_finger.BMP,235,M,Left,thumb
45__M_Right_index_finger.BMP,45,M,Right,index
536__F_Right_middle_finger.BMP,536,F,Right,middle
332__M_Right_middle_finger.BMP,332,M,Right,middle
236__M_Right_thumb_finger.BMP,236,M,Right,thumb
301__F_Left_ring_finger.BMP,301,F,Left,ring
366__M_Right_index_finger.BMP,366,M,Right,index
221__M_Left_middle_finger.BMP,221,M,Left,middle
433__M_Right_index_finger.BMP,433,M,Right,index
514__F_Right_ring_finger.BMP,514,F,Right,ring
366__M_Left_middle_finger.BMP,366,M,Left,middle
318__F_Left_thumb_finger.BMP,318,F,Left,thumb
343__M_Right_ring_finger.BMP,343,M,Right,ring
129__M_Right_middle_finger.BMP,129,M,Right,middle
445__M_Left_thumb_finger.BMP,445,M,Left,thumb
35__M_Left_index_finger.BMP,35,M,Left,index
342__M_Left_ring_finger.BMP,342,M,Left,ring
214__M_Left_little_finger.BMP,214,M,Left,little
270__M_Left_index_finger.BMP,270,M,Left,index
264__M_Right_index_finger.BMP,264,M,Right,index
402__M_Right_index_finger.BMP,402,M,Right,index
169__F_Right_little_finger.BMP,169,F,Right,little
544__M_Right_middle_finger.BMP,544,M,Right,middle
170__M_Right_ring_finger.BMP,170,M,Right,ring
443__M_Right_index_finger.BMP,443,M,Right,index
478__M_Left_middle_finger.BMP,478,M,Left,middle
364__M_Left_thumb_finger.BMP,364,M,Left,thumb
38__M_Right_middle_finger.BMP,38,M,Right,middle
461__F_Right_index_finger.BMP,461,F,Right,index
15__F_Right_thumb_finger.BMP,15,F,Right,thumb
560__F_Right_ring_finger.BMP,560,F,Right,ring
72__M_Left_index_finger.BMP,72,M,Left,index
319__M_Left_ring_finger.BMP,319,M,Left,ring
540__F_Left_index_finger.BMP,540,F,Left,index
419__F_Left_middle_finger.BMP,419,F,Left,middle
41__M_Left_middle_finger.BMP,41,M,Left,middle
3__M_Left_index_finger.BMP,3,M,Left,index
101__M_Left_thumb_finger.BMP,101,M,Left,thumb
242__M_Right_little_finger.BMP,242,M,Right,little
255__M_Left_ring_finger.BMP,255,M,Left,ring
240__F_Left_index_finger.BMP,240,F,Left,index
482__M_Right_thumb_finger.BMP,482,M,Right,thumb
5__M_Right_middle_finger.BMP,5,M,Right,middle
284__M_Left_ring_finger.BMP,284,M,Left,ring
338__M_Right_ring_finger.BMP,338,M,Right,ring
303__F_Right_middle_finger.BMP,303,F,Right,middle
337__F_Right_index_finger.BMP,337,F,Right,index
2__F_Left_ring_finger.BMP,2,F,Left,ring
118__F_Right_middle_finger.BMP,118,F,Right,middle
195__M_Right_index_finger.BMP,195,M,Right,index
251__M_Left_little_finger.BMP,251,M,Left,little
287__M_Right_middle_finger.BMP,287,M,Right,middle
387__F_Left_index_finger.BMP,387,F,Left,index
103__F_Right_index_finger.BMP,103,F,Right,index
385__M_Right_little_finger.BMP,385,M,Right,little
299__M_Left_little_finger.BMP,299,M,Left,little
97__M_Right_ring_finger.BMP,97,M,Right,ring
289__F_Right_ring_finger.BMP,289,F,Right,ring
302__M_Left_thumb_finger.BMP,302,M,Left,thumb
334__F_Left_middle_finger.BMP,334,F,Left,middle
424__M_Right_little_finger.BMP,424,M,Right,little
