Image_Name,Number,Gender,Hand,Finger,Alteration,Difficulty
219__M_Left_thumb_finger_Zcut.BMP,219,M,Left,thumb,Zcut,Medium
219__M_Right_index_finger_CR.BMP,219,M,Right,index,CR,Medium
219__M_Right_index_finger_Obl.BMP,219,M,Right,index,Obl,Medium
219__M_Right_index_finger_Zcut.BMP,219,M,Right,index,Zcut,Medium
219__M_Right_little_finger_CR.BMP,219,M,Right,little,CR,Medium
219__M_Right_little_finger_Obl.BMP,219,M,Right,little,Obl,Medium
219__M_Right_little_finger_Zcut.BMP,219,M,Right,little,Zcut,Medium
219__M_Right_ring_finger_Obl.BMP,219,M,Right,ring,Obl,Medium
219__M_Right_ring_finger_Zcut.BMP,219,M,Right,ring,Zcut,Medium
219__M_Right_thumb_finger_CR.BMP,219,M,Right,thumb,CR,Medium
219__M_Right_thumb_finger_Obl.BMP,219,M,Right,thumb,Obl,Medium
21__M_Left_little_finger_CR.BMP,21,M,Left,little,CR,Medium
21__M_Left_little_finger_Obl.BMP,21,M,Left,little,Obl,Medium
21__M_Left_little_finger_Zcut.BMP,21,M,Left,little,Zcut,Medium
21__M_Left_middle_finger_CR.BMP,21,M,Left,middle,CR,Medium
21__M_Left_middle_finger_Obl.BMP,21,M,Left,middle,Obl,Medium
21__M_Left_middle_finger_Zcut.BMP,21,M,Left,middle,Zcut,Medium
21__M_Left_ring_finger_CR.BMP,21,M,Left,ring,CR,Medium
21__M_Left_ring_finger_Obl.BMP,21,M,Left,ring,Obl,Medium
21__M_Left_ring_finger_Zcut.BMP,21,M,Left,ring,Zcut,Medium
21__M_Left_thumb_finger_CR.BMP,21,M,Left,thumb,CR,Medium
21__M_Left_thumb_finger_Obl.BMP,21,M,Left,thumb,Obl,Medium
21__M_Left_thumb_finger_Zcut.BMP,21,M,Left,thumb,Zcut,Medium
21__M_Right_index_finger_CR.BMP,21,M,Right,index,CR,Medium
21__M_Right_index_finger_Obl.BMP,21,M,Right,index,Obl,Medium
21__M_Right_index_finger_Zcut.BMP,21,M,Right,index,Zcut,Medium
21__M_Right_little_finger_CR.BMP,21,M,Right,little,CR,Medium
21__M_Right_little_finger_Obl.BMP,21,M,Right,little,Obl,Medium
21__M_Right_little_finger_Zcut.BMP,21,M,Right,little,Zcut,Medium
21__M_Right_middle_finger_CR.BMP,21,M,Right,middle,CR,Medium
21__M_Right_middle_finger_Obl.BMP,21,M,Right,middle,Obl,Medium
21__M_Right_middle_finger_Zcut.BMP,21,M,Right,middle,Zcut,Medium
21__M_Right_ring_finger_CR.BMP,21,M,Right,ring,CR,Medium
21__M_Right_ring_finger_Obl.BMP,21,M,Right,ring,Obl,Medium
21__M_Right_ring_finger_Zcut.BMP,21,M,Right,ring,Zcut,Medium
21__M_Right_thumb_finger_Obl.BMP,21,M,Right,thumb,Obl,Medium
21__M_Right_thumb_finger_Zcut.BMP,21,M,Right,thumb,Zcut,Medium
220__F_Left_index_finger_CR.BMP,220,F,Left,index,CR,Medium
220__F_Left_index_finger_Obl.BMP,220,F,Left,index,Obl,Medium
220__F_Left_index_finger_Zcut.BMP,220,F,Left,index,Zcut,Medium
220__F_Left_little_finger_CR.BMP,220,F,Left,little,CR,Medium
220__F_Left_little_finger_Obl.BMP,220,F,Left,little,Obl,Medium
220__F_Left_little_finger_Zcut.BMP,220,F,Left,little,Zcut,Medium
220__F_Left_middle_finger_CR.BMP,220,F,Left,middle,CR,Medium
220__F_Left_middle_finger_Obl.BMP,220,F,Left,middle,Obl,Medium
220__F_Left_middle_finger_Zcut.BMP,220,F,Left,middle,Zcut,Medium
220__F_Left_ring_finger_CR.BMP,220,F,Left,ring,CR,Medium
220__F_Left_ring_finger_Zcut.BMP,220,F,Left,ring,Zcut,Medium
220__F_Left_thumb_finger_CR.BMP,220,F,Left,thumb,CR,Medium
220__F_Left_thumb_finger_Obl.BMP,220,F,Left,thumb,Obl,Medium
220__F_Left_thumb_finger_Zcut.BMP,220,F,Left,thumb,Zcut,Medium
220__F_Right_index_finger_CR.BMP,220,F,Right,index,CR,Medium
220__F_Right_index_finger_Zcut.BMP,220,F,Right,index,Zcut,Medium
220__F_Right_little_finger_CR.BMP,220,F,Right,little,CR,Medium
220__F_Right_little_finger_Obl.BMP,220,F,Right,little,Obl,Medium
220__F_Right_little_finger_Zcut.BMP,220,F,Right,little,Zcut,Medium
220__F_Right_ring_finger_CR.BMP,220,F,Right,ring,CR,Medium
220__F_Right_ring_finger_Obl.BMP,220,F,Right,ring,Obl,Medium
220__F_Right_ring_finger_Zcut.BMP,220,F,Right,ring,Zcut,Medium
220__F_Right_thumb_finger_CR.BMP,220,F,Right,thumb,CR,Medium
220__F_Right_thumb_finger_Obl.BMP,220,F,Right,thumb,Obl,Medium
220__F_Right_thumb_finger_Zcut.BMP,220,F,Right,thumb,Zcut,Medium
221__M_Left_index_finger_CR.BMP,221,M,Left,index,CR,Medium
221__M_Left_index_finger_Zcut.BMP,221,M,Left,index,Zcut,Medium
221__M_Left_little_finger_CR.BMP,221,M,Left,little,CR,Medium
221__M_Left_little_finger_Obl.BMP,221,M,Left,little,Obl,Medium
221__M_Left_little_finger_Zcut.BMP,221,M,Left,little,Zcut,Medium
221__M_Left_middle_finger_CR.BMP,221,M,Left,middle,CR,Medium
221__M_Left_middle_finger_Obl.BMP,221,M,Left,middle,Obl,Medium
221__M_Left_middle_finger_Zcut.BMP,221,M,Left,middle,Zcut,Medium
221__M_Left_ring_finger_CR.BMP,221,M,Left,ring,CR,Medium
221__M_Left_ring_finger_Obl.BMP,221,M,Left,ring,Obl,Medium
221__M_Left_ring_finger_Zcut.BMP,221,M,Left,ring,Zcut,Medium
221__M_Right_index_finger_CR.BMP,221,M,Right,index,CR,Medium
221__M_Right_index_finger_Obl.BMP,221,M,Right,index,Obl,Medium
221__M_Right_index_finger_Zcut.BMP,221,M,Right,index,Zcut,Medium
221__M_Right_little_finger_Obl.BMP,221,M,Right,little,Obl,Medium
221__M_Right_little_finger_Zcut.BMP,221,M,Right,little,Zcut,Medium
221__M_Right_middle_finger_CR.BMP,221,M,Right,middle,CR,Medium
221__M_Right_middle_finger_Obl.BMP,221,M,Right,middle,Obl,Medium
221__M_Right_middle_finger_Zcut.BMP,221,M,Right,middle,Zcut,Medium
221__M_Right_ring_finger_Obl.BMP,221,M,Right,ring,Obl,Medium
221__M_Right_ring_finger_Zcut.BMP,221,M,Right,ring,Zcut,Medium
221__M_Right_thumb_finger_CR.BMP,221,M,Right,thumb,CR,Medium
221__M_Right_thumb_finger_Obl.BMP,221,M,Right,thumb,Obl,Medium
221__M_Right_thumb_finger_Zcut.BMP,221,M,Right,thumb,Zcut,Medium
222__M_Left_index_finger_CR.BMP,222,M,Left,index,CR,Medium
222__M_Left_index_finger_Obl.BMP,222,M,Left,index,Obl,Medium
222__M_Left_index_finger_Zcut.BMP,222,M,Left,index,Zcut,Medium
222__M_Left_little_finger_CR.BMP,222,M,Left,little,CR,Medium
222__M_Left_little_finger_Obl.BMP,222,M,Left,little,Obl,Medium
222__M_Left_little_finger_Zcut.BMP,222,M,Left,little,Zcut,Medium
222__M_Left_middle_finger_CR.BMP,222,M,Left,middle,CR,Medium
222__M_Left_middle_finger_Obl.BMP,222,M,Left,middle,Obl,Medium
222__M_Left_middle_finger_Zcut.BMP,222,M,Left,middle,Zcut,Medium
222__M_Left_ring_finger_CR.BMP,222,M,Left,ring,CR,Medium
222__M_Left_ring_finger_Obl.BMP,222,M,Left,ring,Obl,Medium
222__M_Left_ring_finger_Zcut.BMP,222,M,Left,ring,Zcut,Medium
222__M_Left_thumb_finger_CR.BMP,222,M,Left,thumb,CR,Medium
222__M_Left_thumb_finger_Obl.BMP,222,M,Left,thumb,Obl,Medium
222__M_Left_thumb_finger_Zcut.BMP,222,M,Left,thumb,Zcut,Medium
222__M_Right_index_finger_CR.BMP,222,M,Right,index,CR,Medium
222__M_Right_index_finger_Obl.BMP,222,M,Right,index,Obl,Medium
222__M_Right_index_finger_Zcut.BMP,222,M,Right,index,Zcut,Medium
222__M_Right_middle_finger_CR.BMP,222,M,Right,middle,CR,Medium
222__M_Right_middle_finger_Obl.BMP,222,M,Right,middle,Obl,Medium
222__M_Right_middle_finger_Zcut.BMP,222,M,Right,middle,Zcut,Medium
222__M_Right_ring_finger_CR.BMP,222,M,Right,ring,CR,Medium
222__M_Right_ring_finger_Obl.BMP,222,M,Right,ring,Obl,Medium
222__M_Right_ring_finger_Zcut.BMP,222,M,Right,ring,Zcut,Medium
223__M_Left_index_finger_CR.BMP,223,M,Left,index,CR,Medium
223__M_Left_index_finger_Obl.BMP,223,M,Left,index,Obl,Medium
223__M_Left_index_finger_Zcut.BMP,223,M,Left,index,Zcut,Medium
223__M_Left_middle_finger_CR.BMP,223,M,Left,middle,CR,Medium
223__M_Left_middle_finger_Obl.BMP,223,M,Left,middle,Obl,Medium
223__M_Left_middle_finger_Zcut.BMP,223,M,Left,middle,Zcut,Medium
223__M_Left_thumb_finger_CR.BMP,223,M,Left,thumb,CR,Medium
223__M_Left_thumb_finger_Obl.BMP,223,M,Left,thumb,Obl,Medium
223__M_Left_thumb_finger_Zcut.BMP,223,M,Left,thumb,Zcut,Medium
223__M_Right_little_finger_CR.BMP,223,M,Right,little,CR,Medium
223__M_Right_little_finger_Obl.BMP,223,M,Right,little,Obl,Medium
223__M_Right_little_finger_Zcut.BMP,223,M,Right,little,Zcut,Medium
223__M_Right_middle_finger_CR.BMP,223,M,Right,middle,CR,Medium
223__M_Right_middle_finger_Obl.BMP,223,M,Right,middle,Obl,Medium
223__M_Right_middle_finger_Zcut.BMP,223,M,Right,middle,Zcut,Medium
223__M_Right_ring_finger_CR.BMP,223,M,Right,ring,CR,Medium
223__M_Right_ring_finger_Obl.BMP,223,M,Right,ring,Obl,Medium
223__M_Right_ring_finger_Zcut.BMP,223,M,Right,ring,Zcut,Medium
223__M_Right_thumb_finger_CR.BMP,223,M,Right,thumb,CR,Medium
223__M_Right_thumb_finger_Obl.BMP,223,M,Right,thumb,Obl,Medium
223__M_Right_thumb_finger_Zcut.BMP,223,M,Right,thumb,Zcut,Medium
224__M_Left_index_finger_CR.BMP,224,M,Left,index,CR,Medium
224__M_Left_index_finger_Obl.BMP,224,M,Left,index,Obl,Medium
224__M_Left_index_finger_Zcut.BMP,224,M,Left,index,Zcut,Medium
224__M_Left_little_finger_CR.BMP,224,M,Left,little,CR,Medium
224__M_Left_little_finger_Obl.BMP,224,M,Left,little,Obl,Medium
224__M_Left_little_finger_Zcut.BMP,224,M,Left,little,Zcut,Medium
224__M_Left_ring_finger_CR.BMP,224,M,Left,ring,CR,Medium
224__M_Left_ring_finger_Obl.BMP,224,M,Left,ring,Obl,Medium
224__M_Left_ring_finger_Zcut.BMP,224,M,Left,ring,Zcut,Medium
224__M_Left_thumb_finger_CR.BMP,224,M,Left,thumb,CR,Medium
224__M_Left_thumb_finger_Zcut.BMP,224,M,Left,thumb,Zcut,Medium
224__M_Right_index_finger_CR.BMP,224,M,Right,index,CR,Medium
224__M_Right_index_finger_Obl.BMP,224,M,Right,index,Obl,Medium
224__M_Right_index_finger_Zcut.BMP,224,M,Right,index,Zcut,Medium
224__M_Right_little_finger_CR.BMP,224,M,Right,little,CR,Medium
224__M_Right_little_finger_Obl.BMP,224,M,Right,little,Obl,Medium
224__M_Right_little_finger_Zcut.BMP,224,M,Right,little,Zcut,Medium
224__M_Right_middle_finger_CR.BMP,224,M,Right,middle,CR,Medium
224__M_Right_middle_finger_Obl.BMP,224,M,Right,middle,Obl,Medium
224__M_Right_middle_finger_Zcut.BMP,224,M,Right,middle,Zcut,Medium
224__M_Right_ring_finger_CR.BMP,224,M,Right,ring,CR,Medium
224__M_Right_ring_finger_Obl.BMP,224,M,Right,ring,Obl,Medium
224__M_Right_ring_finger_Zcut.BMP,224,M,Right,ring,Zcut,Medium
224__M_Right_thumb_finger_CR.BMP,224,M,Right,thumb,CR,Medium
224__M_Right_thumb_finger_Zcut.BMP,224,M,Right,thumb,Zcut,Medium
225__M_Left_index_finger_CR.BMP,225,M,Left,index,CR,Medium
225__M_Left_index_finger_Obl.BMP,225,M,Left,index,Obl,Medium
225__M_Left_index_finger_Zcut.BMP,225,M,Left,index,Zcut,Medium
225__M_Left_little_finger_CR.BMP,225,M,Left,little,CR,Medium
225__M_Left_little_finger_Obl.BMP,225,M,Left,little,Obl,Medium
225__M_Left_middle_finger_CR.BMP,225,M,Left,middle,CR,Medium
225__M_Left_middle_finger_Obl.BMP,225,M,Left,middle,Obl,Medium
225__M_Left_middle_finger_Zcut.BMP,225,M,Left,middle,Zcut,Medium
225__M_Left_ring_finger_CR.BMP,225,M,Left,ring,CR,Medium
225__M_Left_ring_finger_Obl.BMP,225,M,Left,ring,Obl,Medium
225__M_Left_ring_finger_Zcut.BMP,225,M,Left,ring,Zcut,Medium
225__M_Right_little_finger_CR.BMP,225,M,Right,little,CR,Medium
225__M_Right_little_finger_Obl.BMP,225,M,Right,little,Obl,Medium
225__M_Right_little_finger_Zcut.BMP,225,M,Right,little,Zcut,Medium
225__M_Right_middle_finger_Obl.BMP,225,M,Right,middle,Obl,Medium
225__M_Right_ring_finger_CR.BMP,225,M,Right,ring,CR,Medium
225__M_Right_ring_finger_Obl.BMP,225,M,Right,ring,Obl,Medium
225__M_Right_ring_finger_Zcut.BMP,225,M,Right,ring,Zcut,Medium
226__M_Left_index_finger_CR.BMP,226,M,Left,index,CR,Medium
226__M_Left_index_finger_Obl.BMP,226,M,Left,index,Obl,Medium
226__M_Left_index_finger_Zcut.BMP,226,M,Left,index,Zcut,Medium
226__M_Left_little_finger_CR.BMP,226,M,Left,little,CR,Medium
226__M_Left_little_finger_Obl.BMP,226,M,Left,little,Obl,Medium
226__M_Left_little_finger_Zcut.BMP,226,M,Left,little,Zcut,Medium
226__M_Left_middle_finger_CR.BMP,226,M,Left,middle,CR,Medium
226__M_Left_middle_finger_Obl.BMP,226,M,Left,middle,Obl,Medium
226__M_Left_middle_finger_Zcut.BMP,226,M,Left,middle,Zcut,Medium
226__M_Left_ring_finger_CR.BMP,226,M,Left,ring,CR,Medium
226__M_Left_ring_finger_Obl.BMP,226,M,Left,ring,Obl,Medium
226__M_Left_ring_finger_Zcut.BMP,226,M,Left,ring,Zcut,Medium
226__M_Right_index_finger_CR.BMP,226,M,Right,index,CR,Medium
226__M_Right_index_finger_Obl.BMP,226,M,Right,index,Obl,Medium
226__M_Right_index_finger_Zcut.BMP,226,M,Right,index,Zcut,Medium
226__M_Right_little_finger_CR.BMP,226,M,Right,little,CR,Medium
226__M_Right_little_finger_Obl.BMP,226,M,Right,little,Obl,Medium
226__M_Right_little_finger_Zcut.BMP,226,M,Right,little,Zcut,Medium
226__M_Right_ring_finger_CR.BMP,226,M,Right,ring,CR,Medium
226__M_Right_ring_finger_Obl.BMP,226,M,Right,ring,Obl,Medium
226__M_Right_ring_finger_Zcut.BMP,226,M,Right,ring,Zcut,Medium
226__M_Right_thumb_finger_CR.BMP,226,M,Right,thumb,CR,Medium
226__M_Right_thumb_finger_Obl.BMP,226,M,Right,thumb,Obl,Medium
226__M_Right_thumb_finger_Zcut.BMP,226,M,Right,thumb,Zcut,Medium
227__M_Left_index_finger_CR.BMP,227,M,Left,index,CR,Medium
227__M_Left_index_finger_Obl.BMP,227,M,Left,index,Obl,Medium
227__M_Left_index_finger_Zcut.BMP,227,M,Left,index,Zcut,Medium
227__M_Left_middle_finger_CR.BMP,227,M,Left,middle,CR,Medium
227__M_Left_middle_finger_Obl.BMP,227,M,Left,middle,Obl,Medium
227__M_Left_middle_finger_Zcut.BMP,227,M,Left,middle,Zcut,Medium
227__M_Left_ring_finger_CR.BMP,227,M,Left,ring,CR,Medium
227__M_Left_ring_finger_Obl.BMP,227,M,Left,ring,Obl,Medium
227__M_Left_ring_finger_Zcut.BMP,227,M,Left,ring,Zcut,Medium
227__M_Left_thumb_finger_CR.BMP,227,M,Left,thumb,CR,Medium
227__M_Left_thumb_finger_Obl.BMP,227,M,Left,thumb,Obl,Medium
227__M_Left_thumb_finger_Zcut.BMP,227,M,Left,thumb,Zcut,Medium
227__M_Right_index_finger_CR.BMP,227,M,Right,index,CR,Medium
227__M_Right_index_finger_Zcut.BMP,227,M,Right,index,Zcut,Medium
227__M_Right_little_finger_CR.BMP,227,M,Right,little,CR,Medium
227__M_Right_little_finger_Obl.BMP,227,M,Right,little,Obl,Medium
227__M_Right_little_finger_Zcut.BMP,227,M,Right,little,Zcut,Medium
227__M_Right_ring_finger_CR.BMP,227,M,Right,ring,CR,Medium
227__M_Right_ring_finger_Obl.BMP,227,M,Right,ring,Obl,Medium
227__M_Right_ring_finger_Zcut.BMP,227,M,Right,ring,Zcut,Medium
227__M_Right_thumb_finger_CR.BMP,227,M,Right,thumb,CR,Medium
227__M_Right_thumb_finger_Obl.BMP,227,M,Right,thumb,Obl,Medium
227__M_Right_thumb_finger_Zcut.BMP,227,M,Right,thumb,Zcut,Medium
228__M_Left_index_finger_CR.BMP,228,M,Left,index,CR,Medium
228__M_Left_index_finger_Obl.BMP,228,M,Left,index,Obl,Medium
228__M_Left_index_finger_Zcut.BMP,228,M,Left,index,Zcut,Medium
228__M_Left_little_finger_CR.BMP,228,M,Left,little,CR,Medium
228__M_Left_little_finger_Obl.BMP,228,M,Left,little,Obl,Medium
228__M_Left_little_finger_Zcut.BMP,228,M,Left,little,Zcut,Medium
228__M_Left_ring_finger_Obl.BMP,228,M,Left,ring,Obl,Medium
228__M_Left_thumb_finger_CR.BMP,228,M,Left,thumb,CR,Medium
228__M_Left_thumb_finger_Obl.BMP,228,M,Left,thumb,Obl,Medium
228__M_Left_thumb_finger_Zcut.BMP,228,M,Left,thumb,Zcut,Medium
228__M_Right_index_finger_CR.BMP,228,M,Right,index,CR,Medium
228__M_Right_index_finger_Obl.BMP,228,M,Right,index,Obl,Medium
228__M_Right_index_finger_Zcut.BMP,228,M,Right,index,Zcut,Medium
228__M_Right_thumb_finger_Obl.BMP,228,M,Right,thumb,Obl,Medium
228__M_Right_thumb_finger_Zcut.BMP,228,M,Right,thumb,Zcut,Medium
229__M_Left_index_finger_CR.BMP,229,M,Left,index,CR,Medium
229__M_Left_index_finger_Obl.BMP,229,M,Left,index,Obl,Medium
229__M_Left_index_finger_Zcut.BMP,229,M,Left,index,Zcut,Medium
229__M_Left_little_finger_CR.BMP,229,M,Left,little,CR,Medium
229__M_Left_little_finger_Obl.BMP,229,M,Left,little,Obl,Medium
229__M_Left_little_finger_Zcut.BMP,229,M,Left,little,Zcut,Medium
229__M_Left_middle_finger_CR.BMP,229,M,Left,middle,CR,Medium
229__M_Left_middle_finger_Zcut.BMP,229,M,Left,middle,Zcut,Medium
229__M_Left_ring_finger_CR.BMP,229,M,Left,ring,CR,Medium
229__M_Left_ring_finger_Zcut.BMP,229,M,Left,ring,Zcut,Medium
229__M_Left_thumb_finger_CR.BMP,229,M,Left,thumb,CR,Medium
229__M_Left_thumb_finger_Obl.BMP,229,M,Left,thumb,Obl,Medium
229__M_Left_thumb_finger_Zcut.BMP,229,M,Left,thumb,Zcut,Medium
229__M_Right_index_finger_Obl.BMP,229,M,Right,index,Obl,Medium
229__M_Right_index_finger_Zcut.BMP,229,M,Right,index,Zcut,Medium
229__M_Right_middle_finger_CR.BMP,229,M,Right,middle,CR,Medium
229__M_Right_middle_finger_Obl.BMP,229,M,Right,middle,Obl,Medium
229__M_Right_middle_finger_Zcut.BMP,229,M,Right,middle,Zcut,Medium
229__M_Right_ring_finger_CR.BMP,229,M,Right,ring,CR,Medium
229__M_Right_ring_finger_Obl.BMP,229,M,Right,ring,Obl,Medium
229__M_Right_ring_finger_Zcut.BMP,229,M,Right,ring,Zcut,Medium
229__M_Right_thumb_finger_CR.BMP,229,M,Right,thumb,CR,Medium
229__M_Right_thumb_finger_Obl.BMP,229,M,Right,thumb,Obl,Medium
229__M_Right_thumb_finger_Zcut.BMP,229,M,Right,thumb,Zcut,Medium
22__M_Left_index_finger_CR.BMP,22,M,Left,index,CR,Medium
22__M_Left_index_finger_Obl.BMP,22,M,Left,index,Obl,Medium
22__M_Left_index_finger_Zcut.BMP,22,M,Left,index,Zcut,Medium
22__M_Left_little_finger_CR.BMP,22,M,Left,little,CR,Medium
22__M_Left_little_finger_Obl.BMP,22,M,Left,little,Obl,Medium
22__M_Left_little_finger_Zcut.BMP,22,M,Left,little,Zcut,Medium
22__M_Left_middle_finger_CR.BMP,22,M,Left,middle,CR,Medium
22__M_Left_middle_finger_Obl.BMP,22,M,Left,middle,Obl,Medium
22__M_Left_middle_finger_Zcut.BMP,22,M,Left,middle,Zcut,Medium
22__M_Left_ring_finger_CR.BMP,22,M,Left,ring,CR,Medium
22__M_Left_ring_finger_Obl.BMP,22,M,Left,ring,Obl,Medium
22__M_Left_ring_finger_Zcut.BMP,22,M,Left,ring,Zcut,Medium
22__M_Left_thumb_finger_CR.BMP,22,M,Left,thumb,CR,Medium
22__M_Left_thumb_finger_Obl.BMP,22,M,Left,thumb,Obl,Medium
22__M_Left_thumb_finger_Zcut.BMP,22,M,Left,thumb,Zcut,Medium
22__M_Right_index_finger_CR.BMP,22,M,Right,index,CR,Medium
22__M_Right_index_finger_Obl.BMP,22,M,Right,index,Obl,Medium
22__M_Right_index_finger_Zcut.BMP,22,M,Right,index,Zcut,Medium
22__M_Right_little_finger_CR.BMP,22,M,Right,little,CR,Medium
22__M_Right_little_finger_Obl.BMP,22,M,Right,little,Obl,Medium
22__M_Right_little_finger_Zcut.BMP,22,M,Right,little,Zcut,Medium
22__M_Right_middle_finger_CR.BMP,22,M,Right,middle,CR,Medium
22__M_Right_middle_finger_Obl.BMP,22,M,Right,middle,Obl,Medium
22__M_Right_middle_finger_Zcut.BMP,22,M,Right,middle,Zcut,Medium
22__M_Right_ring_finger_Obl.BMP,22,M,Right,ring,Obl,Medium
22__M_Right_thumb_finger_CR.BMP,22,M,Right,thumb,CR,Medium
22__M_Right_thumb_finger_Obl.BMP,22,M,Right,thumb,Obl,Medium
22__M_Right_thumb_finger_Zcut.BMP,22,M,Right,thumb,Zcut,Medium
230__M_Left_little_finger_CR.BMP,230,M,Left,little,CR,Medium
230__M_Left_little_finger_Obl.BMP,230,M,Left,little,Obl,Medium
230__M_Left_little_finger_Zcut.BMP,230,M,Left,little,Zcut,Medium
230__M_Left_middle_finger_CR.BMP,230,M,Left,middle,CR,Medium
230__M_Left_middle_finger_Obl.BMP,230,M,Left,middle,Obl,Medium
230__M_Left_middle_finger_Zcut.BMP,230,M,Left,middle,Zcut,Medium
230__M_Left_ring_finger_Obl.BMP,230,M,Left,ring,Obl,Medium
230__M_Left_thumb_finger_CR.BMP,230,M,Left,thumb,CR,Medium
230__M_Left_thumb_finger_Obl.BMP,230,M,Left,thumb,Obl,Medium
230__M_Left_thumb_finger_Zcut.BMP,230,M,Left,thumb,Zcut,Medium
230__M_Right_little_finger_CR.BMP,230,M,Right,little,CR,Medium
230__M_Right_little_finger_Obl.BMP,230,M,Right,little,Obl,Medium
230__M_Right_little_finger_Zcut.BMP,230,M,Right,little,Zcut,Medium
230__M_Right_middle_finger_Obl.BMP,230,M,Right,middle,Obl,Medium
230__M_Right_middle_finger_Zcut.BMP,230,M,Right,middle,Zcut,Medium
230__M_Right_ring_finger_CR.BMP,230,M,Right,ring,CR,Medium
230__M_Right_ring_finger_Obl.BMP,230,M,Right,ring,Obl,Medium
230__M_Right_ring_finger_Zcut.BMP,230,M,Right,ring,Zcut,Medium
230__M_Right_thumb_finger_CR.BMP,230,M,Right,thumb,CR,Medium
230__M_Right_thumb_finger_Obl.BMP,230,M,Right,thumb,Obl,Medium
230__M_Right_thumb_finger_Zcut.BMP,230,M,Right,thumb,Zcut,Medium
231__M_Left_index_finger_CR.BMP,231,M,Left,index,CR,Medium
231__M_Left_index_finger_Obl.BMP,231,M,Left,index,Obl,Medium
231__M_Left_index_finger_Zcut.BMP,231,M,Left,index,Zcut,Medium
231__M_Left_little_finger_CR.BMP,231,M,Left,little,CR,Medium
231__M_Left_little_finger_Obl.BMP,231,M,Left,little,Obl,Medium
231__M_Left_little_finger_Zcut.BMP,231,M,Left,little,Zcut,Medium
231__M_Left_ring_finger_CR.BMP,231,M,Left,ring,CR,Medium
231__M_Left_ring_finger_Obl.BMP,231,M,Left,ring,Obl,Medium
231__M_Left_ring_finger_Zcut.BMP,231,M,Left,ring,Zcut,Medium
231__M_Left_thumb_finger_CR.BMP,231,M,Left,thumb,CR,Medium
231__M_Left_thumb_finger_Obl.BMP,231,M,Left,thumb,Obl,Medium
231__M_Left_thumb_finger_Zcut.BMP,231,M,Left,thumb,Zcut,Medium
231__M_Right_index_finger_CR.BMP,231,M,Right,index,CR,Medium
231__M_Right_index_finger_Obl.BMP,231,M,Right,index,Obl,Medium
231__M_Right_index_finger_Zcut.BMP,231,M,Right,index,Zcut,Medium
231__M_Right_middle_finger_CR.BMP,231,M,Right,middle,CR,Medium
231__M_Right_middle_finger_Obl.BMP,231,M,Right,middle,Obl,Medium
231__M_Right_middle_finger_Zcut.BMP,231,M,Right,middle,Zcut,Medium
231__M_Right_ring_finger_CR.BMP,231,M,Right,ring,CR,Medium
231__M_Right_ring_finger_Zcut.BMP,231,M,Right,ring,Zcut,Medium
231__M_Right_thumb_finger_CR.BMP,231,M,Right,thumb,CR,Medium
231__M_Right_thumb_finger_Zcut.BMP,231,M,Right,thumb,Zcut,Medium
232__M_Left_index_finger_CR.BMP,232,M,Left,index,CR,Medium
232__M_Left_index_finger_Obl.BMP,232,M,Left,index,Obl,Medium
232__M_Left_index_finger_Zcut.BMP,232,M,Left,index,Zcut,Medium
232__M_Left_middle_finger_CR.BMP,232,M,Left,middle,CR,Medium
232__M_Left_middle_finger_Obl.BMP,232,M,Left,middle,Obl,Medium
232__M_Left_middle_finger_Zcut.BMP,232,M,Left,middle,Zcut,Medium
232__M_Left_thumb_finger_CR.BMP,232,M,Left,thumb,CR,Medium
232__M_Left_thumb_finger_Obl.BMP,232,M,Left,thumb,Obl,Medium
232__M_Left_thumb_finger_Zcut.BMP,232,M,Left,thumb,Zcut,Medium
232__M_Right_index_finger_CR.BMP,232,M,Right,index,CR,Medium
232__M_Right_index_finger_Obl.BMP,232,M,Right,index,Obl,Medium
232__M_Right_index_finger_Zcut.BMP,232,M,Right,index,Zcut,Medium
232__M_Right_ring_finger_CR.BMP,232,M,Right,ring,CR,Medium
232__M_Right_ring_finger_Obl.BMP,232,M,Right,ring,Obl,Medium
232__M_Right_ring_finger_Zcut.BMP,232,M,Right,ring,Zcut,Medium
232__M_Right_thumb_finger_CR.BMP,232,M,Right,thumb,CR,Medium
232__M_Right_thumb_finger_Obl.BMP,232,M,Right,thumb,Obl,Medium
232__M_Right_thumb_finger_Zcut.BMP,232,M,Right,thumb,Zcut,Medium
233__M_Left_index_finger_CR.BMP,233,M,Left,index,CR,Medium
233__M_Left_index_finger_Obl.BMP,233,M,Left,index,Obl,Medium
233__M_Left_index_finger_Zcut.BMP,233,M,Left,index,Zcut,Medium
233__M_Left_little_finger_CR.BMP,233,M,Left,little,CR,Medium
233__M_Left_little_finger_Obl.BMP,233,M,Left,little,Obl,Medium
233__M_Left_little_finger_Zcut.BMP,233,M,Left,little,Zcut,Medium
233__M_Left_ring_finger_CR.BMP,233,M,Left,ring,CR,Medium
233__M_Left_ring_finger_Obl.BMP,233,M,Left,ring,Obl,Medium
233__M_Left_ring_finger_Zcut.BMP,233,M,Left,ring,Zcut,Medium
233__M_Left_thumb_finger_CR.BMP,233,M,Left,thumb,CR,Medium
233__M_Left_thumb_finger_Obl.BMP,233,M,Left,thumb,Obl,Medium
233__M_Left_thumb_finger_Zcut.BMP,233,M,Left,thumb,Zcut,Medium
